	hashtag	time_(s)
5	#jennisbnk48	2954
6	#ornbnk48	2954
7	#cherprangbnk48	2954
8	#musicbnk4…rt	2954
9	#cherprangbnk48	2954
10	#bnk48	2954
11	#janbnk48	2954
12	#janchan	2954
13	#bnk48	2954
14	#bnk48	2954
15	#musicbnk48	2954
16	#punbnk48	2954
17	#cherprangbnk48	2954
18	#bnk48	2954
19	#ปล่อย	2954
20	#tusexyboy	2954
21	#bnk48	2954
22	#ปล่อย	2954
23	#tusexyboy	2954
0	#bnk48	2965
1	#เฌอสิค	2965
2	#ปัญเจนนิษฐ์	2965
3	#cherprangbnk48	2965
4	#musicbnk48	2965
5	#punbnk48	2965
6	#je…rt	2965
7	#jennisbnk48	2965
8	#bnk48	2965
9	#cherprangbnk48	2965
10	#bnk48	2965
11	#bnk48	2965
12	#punbnk48	2965
13	#bnk48	2965
14	#bnk48	2965
15	#punbnk48	2965
16	#katebnk48	2965
17	#bnk48	2965
18	#ปล่อย	2965
19	#tusexyboy	2965
20	#bnk48	2965
21	#punbnk48	2965
22	#katebnk48	2965
23	#urmyornlyvalentine	2965
24	#ornbnk48	2965
25	#bnk…rt	2965
26	#cherprangbnk48	2965
27	#แคปเฌอ	2965
28	#cherprangbnk48	2965
29	#bnk48	2965
30	#janbnk48	2965
31	#janchan	2965
32	#bnk48	2965
33	#bnk48	2965
34	#truepoint	2965
35	#bnk48xtrue	2965
36	#trueyou	2965
37	#tru…welcome	2965
38	#bnk48	2965
39	#musicbnk48	2965
40	#mobilebnk48	2965
41	#pupebnk48	2965
42	#kaimookbnk48…	2965
0	#bnk48	2975
1	#cherprangbnk48	2975
2	#bnk48	2975
3	#punbnk48	2975
4	#musicbnk48	2975
5	#bnk48rt	2975
6	#bnk48	2975
7	#punbnk48	2975
8	#kaewbnk48	2975
9	#เพลงหากิน	2975
10	#bnk48	2975
11	#janbnk48	2975
12	#janchan	2975
0	#bnk48	2985
1	#truepointxbnk48	2985
2	#trueyou	2985
3	#truemoveh	2985
4	#punbnk48	2985
5	#jennisbnk48	2985
6	#mobilebnk48	2985
7	#musicbnk48	2985
8	#cherprangbnk4…rt	2985
9	#musicbnk48	2985
10	#cherprangbnk48	2985
11	#bnk48	2985
12	#valentinemyoshi	2985
13	#cherprangbnk48	2985
14	#bnk48	2985
15	#bnk48	2985
16	#punbnk48	2985
17	#bnk48	2985
18	#cherprangbnk48	2985
19	#punbnk48	2985
20	#musicbnk48	2985
21	#jennisbnk48	2985
22	#เพลงหากิน	2985
23	#bnk48	2985
24	#janbnk48	2985
25	#janchan	2985
26	#เพลงหากิน	2985
27	#bnk48	2985
28	#janbnk48	2985
29	#janchan	2985
30	#bnk48	2985
31	#punbnk48	2985
32	#bnk48	2985
33	#cherprangbnk48	2985
34	#bnk48	2985
35	#trueyou	2985
36	#punbnk48	2985
37	#janebnk48	2985
38	#bnk48	2985
39	#jennisbnk48	2985
40	#bnk48	2985
0	#bnk48	2995
1	#bnk48	2995
2	#punbnk48	2995
3	#punbnk48	2995
4	#bnk48	2995
5	#bnk48	2995
6	#punbnk48	2995
7	#สังคมแฟนคลับคุณภาพ	2995
8	#bnk48…rt	2995
9	#cherprangbnk48	2995
10	#urmyornlyvalentine	2995
11	#ornbnk48	2995
12	#b…rt	2995
13	#bnk48…rt	2995
14	#bnk48	2995
15	#truepointxbnk48	2995
16	#trueyou	2995
17	#truemoveh	2995
18	#punbnk48	2995
19	#jennisbnk48	2995
20	#mobilebnk48	2995
21	#musicbnk48	2995
22	#cherprangbnk4…น่าร๊ากกกกก~	2995
23	#ornbnk48	2995
24	#bnk48	2995
25	#fungjai	2995
26	#ornbnk48	2995
27	#cherprangbnk48	2995
28	#bnk48	2995
29	#bnk48	2995
30	#truepoint	2995
31	#bnk48xtrue	2995
32	#trueyou	2995
33	#tru…rt	2995
34	#musicbnk48	2995
35	#cherprangbnk48	2995
36	#mobilebnk48	2995
37	#mioribnk48	2995
38	#ornbnk48	2995
39	#punbnk48	2995
40	#jennisbnk48	2995
41	#p…	2995
0	#musicbnk48	3005
1	#bnk48	3005
2	#cherprangbnk48	3005
3	#punbnk48	3005
4	#jennisbnk48	3005
5	#musicbnk48	3005
6	#4เทพ	3005
7	#bnk48	3005
8	#mobilebnk48	3005
9	#bnk48	3005
10	#namsaibnk48	3005
11	#bnk48	3005
12	#punbnk48	3005
13	#bnk48	3005
14	#วาเลนไทน์	3005
15	#แคปเฌอ	3005
16	#cherprangbnk48	3005
17	#bnk48	3005
18	#เฌอปราง	3005
19	#myvalentine	3005
20	#cherprangbnk48	3005
21	#bnk48	3005
22	#truepointxbnk48	3005
23	#trueyou	3005
24	#truemoveh	3005
25	#punbnk48	3005
26	#jennisbnk48	3005
27	#mobilebnk48	3005
28	#musicbnk48	3005
29	#cherprangbnk4…rt	3005
30	#janbnk48	3005
31	#เชเช่	3005
32	#bnk48	3005
33	#bnk48	3005
34	#ปล่อย	3005
35	#tusexyboy	3005
36	#mobilebnk48	3005
37	#bnk48	3005
38	#bnk48	3005
39	#cherprangbnk48	3005
40	#ผิด	3005
41	#bnk48	3005
42	#cherprangbnk48	3005
0	#punbnk48	3016
1	#bnk48	3016
2	#bnk48gif	3016
3	#cherprangbnk48	3016
4	#cherprangbnk48	3016
5	#ornbnk48	3016
6	#bnk48	3016
7	#punbnk48	3016
8	#mobilebnk48	3016
9	#kaewbnk48	3016
10	#bnk48	3016
11	#ปล่อย	3016
12	#tusexyboy	3016
13	#cherprangbnk48	3016
14	#bnk48	3016
15	#ittwt	3016
16	#musicbnk48	3016
17	#bnk48	3016
0	#bnk48	3026
1	#ปล่อย	3026
2	#tusexyboy	3026
3	#cherprangbnk48	3026
4	#bnk48	3026
5	#bnk48rt	3026
6	#bnk48	3026
7	#punb…บอกตรงๆ	3026
8	#หวีดน้องแรงมาก…	3026
9	#bnk48	3026
10	#musicbnk48	3026
11	#punbnk48	3026
12	#cherprangbnk48	3026
13	#jennisbnk48	3026
14	#เฌอสิค	3026
15	#bnk48	3026
16	#cherprangbnk48	3026
17	#musicbnk48	3026
18	#punbnk48	3026
19	#จันทร์shockโลกปู๊นปู๊น	3026
20	#janbnk48	3026
21	#janchan	3026
22	#bnk48	3026
0	#bnk48	3036
1	#bnk48	3036
2	#bnk48foundermember	3036
3	#bnk48theater	3036
4	#bnk48thecampus	3036
5	#bnk481stc…rt	3036
6	#cherprangbnk48	3036
7	#bnk48	3036
8	#เฌอสิค	3036
9	#bnk48	3036
10	#cherprangbnk48	3036
11	#musicbnk48	3036
12	#punbnk48	3036
13	#cherprangbnk48	3036
14	#musicbnk48	3036
15	#jennisbnk48	3036
16	#punbnk48	3036
17	#bnk48	3036
18	#punbnk48	3036
19	#bnk48	3036
20	#bnk48rt	3036
21	#bnk48	3036
22	#jennisbnk48	3036
23	#bnk48	3036
24	#cherprangbnk48	3036
25	#bnk48	3036
26	#bnk48	3036
27	#punbnk48	3036
28	#ปัญสิกรณ์ดีที่สุด	3036
29	#bnk48	3036
30	#ปล่อย	3036
31	#tu	3036
32	#cherprangbnk48	3036
33	#bnk48	3036
34	#bnk48	3036
35	#ปล่อย	3036
36	#tusexyboy	3036
37	#bnk48	3036
38	#ornbnk48	3036
39	#cherprangbnk48	3036
40	#bnk48	3036
0	#kaewbnk48	3046
1	#jennisbnk48	3046
2	#punbnk48	3046
3	#mobilebnk…rt	3046
4	#happyvalentinesday	3046
5	#jaabnk48	3046
6	#bnk48	3046
7	#แก๊งพี่จ๋า	3046
8	#jennisbnk…rt	3046
9	#bnk48	3046
10	#truepointxbnk48	3046
11	#trueyou	3046
12	#truemoveh	3046
13	#punbnk48	3046
14	#jennisbnk48	3046
15	#mobilebnk48	3046
16	#musicbnk48	3046
17	#cherprangbnk4…rt	3046
18	#bnk48	3046
19	#truepointxbnk48	3046
20	#trueyou	3046
21	#truemoveh	3046
22	#punbnk48	3046
23	#jennisbnk48	3046
24	#mobilebnk48	3046
25	#musicbnk48	3046
26	#cherprangbnk4…rt	3046
27	#jennisbnk48	3046
28	#bnk48	3046
29	#punbnk48	3046
30	#bnk48	3046
31	#jennisbnk48	3046
32	#bnk48	3046
33	#bnk48	3046
34	#bnk48	3046
35	#bnk48	3046
36	#punbnk48	3046
37	#jennisbnk48	3046
38	#cherprangbnk48	3046
39	#mobilebnk48	3046
40	#musicbnk48	3046
41	#ornbnk48	3046
42	#true	3046
43	#bnk48	3046
44	#jennisbnk48	3046
45	#punbnk48	3046
46	#bnk48	3046
0	#cherprangbnk48	3056
1	#ornbnk48	3056
2	#bnk48	3056
3	#truepointxbnk48	3056
4	#trueyou	3056
5	#truemoveh	3056
6	#punbnk48	3056
7	#jennisbnk48	3056
8	#mobilebnk48	3056
9	#musicbnk48	3056
10	#cherprangbnk4…rt	3056
11	#bbl	3056
12	#kbank	3056
13	#scb	3056
14	#bnk4…rt	3056
15	#วาเลนไทน์	3056
16	#แคปเฌอ	3056
17	#cherprangbnk48	3056
18	#bnk48	3056
19	#เฌอปราง	3056
20	#myvalentine	3056
21	#bnk48	3056
22	#mobilebnk48	3056
23	#kaimookbnk48	3056
24	#musicbnk48	3056
25	#cherprangbnk48	3056
26	#bnk48	3056
27	#bnk48	3056
28	#cherprangbnk48	3056
29	#musicbnk48	3056
30	#punbnk48…rt	3056
31	#bnk48	3056
32	#bnk48	3056
33	#คุกกี้เสี่ยงทาย	3056
34	#bnk48	3056
35	#bnk48digital…rt	3056
36	#punbnk48	3056
37	#janebnk48	3056
38	#bnk48	3056
39	#punbnk48	3056
40	#jennisbnk48	3056
41	#bnk48	3056
42	#pockythailand	3056
43	#punbnk48	3056
44	#bnk48	3056
45	#punbnk48	3056
46	#bnk48	3056
47	#bnk48	3056
48	#musicbnk48	3056
49	#mobilebnk48	3056
50	#pupebnk48	3056
51	#kaimookbnk48	3056
52	#jennisbn…	3056
0	#fortunecookie	3066
1	#bnk48	3066
2	#bnk48	3066
3	#truepointxbnk48	3066
4	#trueyou	3066
5	#truemoveh	3066
6	#punbnk48	3066
7	#jennisbnk48	3066
8	#mobilebnk48	3066
9	#musicbnk48	3066
10	#cherprangbnk4…rt	3066
11	#bnk48	3066
12	#cherprangbnk48	3066
13	#bnk48	3066
14	#เพลงหากิน	3066
15	#bnk48	3066
16	#janbnk48	3066
17	#janchan	3066
18	#เฌอสิค	3066
19	#bnk48	3066
20	#cherprangbnk48	3066
21	#musicbnk48	3066
22	#punbnk48	3066
23	#bnk48	3066
24	#pockyletssayit	3066
25	#นารา	3066
26	#bnk48	3066
27	#punbnk4…rt	3066
28	#punbnk48	3066
29	#bnk48	3066
30	#bnk48	3066
31	#cherprangbnk48	3066
32	#bnk48	3066
33	#ornbnk48	3066
34	#mobilebnk48	3066
35	#janchan	3066
36	#janbnk48	3066
37	#piambnk48	3066
38	#kaimookbnk48	3066
39	#mobilebnk48	3066
40	#cherprangbnk48	3066
41	#bnk48	3066
42	#bnk48	3066
43	#truepointxbnk48	3066
44	#trueyou	3066
45	#truemoveh	3066
46	#punbnk48	3066
47	#jennisbnk48	3066
48	#mobilebnk48	3066
49	#musicbnk48	3066
50	#cherprangbnk4…rt	3066
51	#bnk48	3066
52	#ja…	3066
0	#ornbnk48	3077
1	#cherprangbnk48	3077
2	#bnk48	3077
3	#bnk48	3077
4	#cherprangbnk48	3077
5	#bnk48	3077
6	#cherprangbnk48	3077
7	#bnk48	3077
8	#เดลินิวส์	3077
9	#bnk48	3077
10	#truepointxbnk48	3077
11	#trueyou	3077
12	#truemoveh	3077
13	#punbnk48	3077
14	#jennisbnk48	3077
15	#mobilebnk48	3077
16	#musicbnk48	3077
17	#cherprangbnk4…rt	3077
18	#mobilebnk48	3077
19	#cherprangbnk48	3077
20	#janchan	3077
21	#janbnk48	3077
22	#kaimookbnk48	3077
23	#piambnk48	3077
24	#bnk48	3077
25	#jaabnk48	3077
26	#bnk48	3077
27	#bnk48	3077
28	#ornbnk48	3077
29	#mobilebnk48	3077
30	#bnk48	3077
31	#jennisbnk48	3077
32	#bnk48	3077
33	#truepointxbnk48	3077
34	#trueyou	3077
35	#truemoveh	3077
36	#punbnk48	3077
37	#jennisbnk48	3077
38	#mobilebnk48	3077
39	#musicbnk48	3077
40	#cherprangbnk4…	3077
0	#cherprangbnk48	3087
1	#bnk48	3087
2	#bnk48	3087
3	#ปล่อย	3087
4	#bnk48	3087
5	#ปล่อย	3087
6	#tusexyboy	3087
7	#bnk48	3087
8	#truepointxbnk48	3087
9	#trueyou	3087
10	#truemoveh	3087
11	#punbnk48	3087
12	#jennisbnk48	3087
13	#mobilebnk48	3087
14	#musicbnk48	3087
15	#cherprangbnk4…rt	3087
16	#bnk48	3087
17	#truepointxbnk48	3087
18	#trueyou	3087
19	#truemoveh	3087
20	#punbnk48	3087
21	#jennisbnk48	3087
22	#mobilebnk48	3087
23	#musicbnk48	3087
24	#cherprangbnk4…	3087
0	#punbnk48	3097
1	#jennisbnk48	3097
2	#bnk48	3097
3	#bnk48	3097
4	#punbnk48	3097
5	#jennisbnk48	3097
6	#cherprangbnk48	3097
7	#mobilebnk48	3097
8	#musicbnk48	3097
9	#ornbnk48	3097
10	#true	3097
11	#bnk48	3097
12	#ปล่อย	3097
13	#tusexyboy	3097
14	#punbnk48	3097
15	#bnk48	3097
16	#bnk48	3097
17	#truepoint	3097
18	#bnk48xtrue	3097
19	#trueyou	3097
20	#tru…โฆษณาตัวใหม่	3097
21	#bnk48	3097
22	#bnk48	3097
23	#musicb…rt	3097
24	#mobilebnk48	3097
25	#bnk48	3097
0	#bnk48	3107
1	#คุกกี้เสี่ยงทาย	3107
2	#cherprangbnk48	3107
3	#bnk48	3107
4	#เฌอปราง	3107
5	#แคปเฌอ	3107
6	#jennisbnk48	3107
7	#bnk48	3107
8	#bnk48rt	3107
9	#musicbnk48	3107
10	#punbnk48	3107
11	#cherprangbnk48	3107
12	#bnk48	3107
13	#mobilebnk48	3107
14	#bnk48	3107
15	#ปัญเจน	3107
16	#punbnk48	3107
17	#janebnk48	3107
18	#bnk48	3107
0	#bnk48…rt	3117
1	#mobilebnk48	3117
2	#bnk48	3117
3	#bnk48	3117
4	#bnk48	3117
5	#jennisbnk48	3117
6	#punbnk48	3117
7	#jennisbnk48	3117
8	#bnk48	3117
9	#bnk48	3117
10	#punbnk48	3117
11	#jennisbnk48	3117
12	#bnk48	3117
13	#bnk48	3117
14	#ปล่อย	3117
15	#tu	3117
16	#musicbnk48	3117
17	#cherprangbnk48	3117
18	#bnk48	3117
19	#valentinemyoshi	3117
20	#bnk48	3117
21	#cherprangbnk48	3117
22	#pockythailand	3117
23	#punbnk48	3117
24	#bnk48	3117
25	#เพลงหากิน	3117
26	#bnk48	3117
27	#janbnk48	3117
28	#janchan	3117
0	#cherprangbnk48	3128
1	#bnk48	3128
2	#cherprangbnk48	3128
3	#bnk48	3128
4	#cherprangbnk48	3128
5	#bnk48	3128
6	#cherprangbnk48	3128
7	#bnk48	3128
8	#jennisbnk48	3128
9	#bnk48	3128
10	#bnk48	3128
11	#punbnk48	3128
12	#jennisbnk48	3128
13	#bnk48	3128
14	#cherprangbnk48	3128
15	#bnk48	3128
16	#สามแยกปากหวาน	3128
0	#bnk48	3138
1	#jennisbnk48	3138
2	#izutarinabnk48	3138
3	#izurin…rt	3138
4	#mobilebnk48	3138
5	#punbnk48	3138
6	#jennisbnk48	3138
7	#bnk48	3138
8	#mobilebnk48	3138
9	#cherprangbnk48	3138
10	#bnk48	3138
11	#bnk48	3138
12	#คุกกี้เสี่ยงทาย	3138
13	#เพลงหากิน	3138
14	#bnk48	3138
15	#janbnk48	3138
16	#janchan	3138
17	#bnk48	3138
18	#bnk48	3138
19	#ลาดกระบัง	3138
20	#noeybnk48	3138
21	#bnk48	3138
22	#bnk48	3138
23	#truepointxbnk48	3138
24	#trueyou	3138
25	#truemoveh	3138
26	#punbnk48	3138
27	#jennisbnk48	3138
28	#mobilebnk48	3138
29	#musicbnk48	3138
30	#cherprangbnk4…rt	3138
31	#mobilebnk48	3138
32	#bnk48	3138
33	#bnk48	3138
34	#cherprangbnk48	3138
0	#bnk48rt	3148
1	#musicbnk48	3148
2	#bnk48	3148
3	#bnk48	3148
4	#cherprangbnk48	3148
5	#punbnk48	3148
6	#bnk48	3148
7	#สามแยกปากหวาน	3148
8	#bnk48	3148
9	#valentinemyoshi	3148
10	#canubemyvalentine	3148
11	#canbnk48	3148
12	#bnk48	3148
13	#bnk48	3148
14	#bnk48	3148
15	#punbnk48	3148
16	#jennisbnk48	3148
17	#kaimookbnk48	3148
18	#bnk48	3148
19	#mobilebnk48	3148
20	#bnk48	3148
0	#mobilebnk48	3158
1	#bnk48	3158
2	#bnk48	3158
3	#punbnk48	3158
4	#bnk48	3158
5	#musicbnk48	3158
6	#bnk48	3158
7	#valentinemyoshi	3158
8	#bnk48	3158
9	#bnk48	3158
10	#punbnk48	3158
11	#jennisbnk48	3158
12	#bnk48	3158
13	#ความเฌอปรางวันนี้	3158
14	#bnk48	3158
15	#musicbnk48	3158
16	#punbnk48	3158
17	#cherprangbnk48	3158
18	#bnk48	3158
19	#jennisbnk48	3158
20	#bnk48	3158
21	#bnk48	3158
0	#น้ำหนึ่งเนย	3168
1	#bnk48	3168
2	#namneungbnk48	3168
3	#noeybnk48	3168
4	#bnk48	3168
5	#punbnk48	3168
6	#jennisbnk48	3168
7	#musicbnk48	3168
8	#bnk48	3168
9	#bnk48	3168
10	#cherprangbnk48	3168
11	#bnk48	3168
12	#ปล่อย	3168
13	#tusexyboy	3168
14	#jaabnk48	3168
15	#bnk48	3168
16	#punbnk48	3168
17	#bnk48	3168
18	#bn…rt	3168
19	#bnk48	3168
0	#bnk48	3179
1	#punb…rt	3179
2	#mobilebnk48	3179
3	#cherprangbnk48	3179
4	#bnk48	3179
5	#ornbnk48	3179
6	#cher…rt	3179
7	#bnk48	3179
8	#ปล่อย	3179
9	#tu	3179
10	#bnk48	3179
11	#jennisbnk48	3179
12	#bnk48	3179
13	#cherprangbnk48	3179
14	#musicbnk48	3179
15	#cherprangbnk48	3179
16	#bnk48	3179
17	#bnk48rt	3179
18	#bnk48	3179
19	#bnk48	3179
20	#ปล่อย	3179
21	#tusexyboy	3179
22	#bnk48	3179
23	#cherprangbnk48	3179
24	#bnk48	3179
0	#valentinemyoshi	3189
1	#musicbnk48	3189
2	#bnk48	3189
3	#tarwaanbnk48	3189
4	#bnk48	3189
5	#bnk48	3189
6	#ปล่อย	3189
7	#tusexyboy	3189
8	#bnk48	3189
9	#musicbnk48	3189
10	#mobilebnk48	3189
11	#pupebnk48	3189
12	#kaimookbnk48	3189
13	#jennisbn…	3189
0	#noeybnk48	3199
1	#valenoeyday	3199
2	#วันแห่งความอ๊บ	3199
3	#bnk48	3199
4	#bnk48	3199
5	#punbnk48	3199
6	#jennisbnk48	3199
7	#cherprangbnk48	3199
8	#mobilebnk48	3199
9	#musicbnk48	3199
10	#ornbnk48	3199
11	#true	3199
12	#musicbnk48	3199
13	#bnk48	3199
14	#bnk48	3199
15	#bnk48	3199
16	#เต็นสิค	3199
17	#bnk48	3199
18	#คุกกี้เสี่ยงทาย	3199
19	#bnk48	3199
20	#jennisbnk48	3199
21	#bnk48	3199
22	#truepointxbnk48	3199
23	#trueyou	3199
24	#truemoveh	3199
25	#punbnk48	3199
26	#jennisbnk48	3199
27	#mobilebnk48	3199
28	#musicbnk48	3199
29	#cherprangbnk4…	3199
0	#canbnk48	3209
1	#ornbnk48	3209
2	#punbnk48	3209
3	#bnk48	3209
4	#bnk48	3209
5	#mobilebnk48	3209
6	#kaimookbnk48	3209
7	#musicbnk48	3209
8	#bnk48	3209
9	#punb…rt	3209
10	#bnk48	3209
11	#piambnk48	3209
12	#bnk48	3209
13	#bnk48	3209
14	#jennisbnk48	3209
15	#punbnk48	3209
16	#bnk48	3209
0	#cherprangbnk48	3219
1	#bnk48	3219
2	#bnk48	3219
3	#truepointxbnk48	3219
4	#trueyou	3219
5	#truemoveh	3219
6	#punbnk48	3219
7	#jennisbnk48	3219
8	#mobilebnk48	3219
9	#musicbnk48	3219
10	#cherprangbnk4…❤️	3219
11	#bnk48	3219
12	#bnk48	3219
0	#bnk48	3230
1	#cherprangbnk48	3230
2	#bnk48rt	3230
3	#ornbnk48	3230
4	#katebnk48	3230
5	#bnk48	3230
6	#punbnk48	3230
7	#bnk48	3230
8	#คลิปที่สนาม…rt	3230
9	#punbnk48	3230
10	#bnk48	3230
0	#bnk48	3240
1	#cherprangbnk48	3240
2	#mobilebnk48	3240
3	#bnk48	3240
4	#bnk48rt	3240
5	#bnk48	3240
6	#bnk48	3240
7	#truepoint	3240
8	#bnk48xtrue	3240
9	#trueyou	3240
10	#tru…rt	3240
11	#valenoeyday	3240
12	#วันแห่งความอ๊บ	3240
13	#noeybnk48	3240
14	#bnk…rt	3240
15	#น้ำหนึ่งเนย	3240
16	#bnk48	3240
17	#namneungbnk48	3240
18	#noeybnk48	3240
19	#urmyornlyvalentine	3240
20	#ornbnk48	3240
21	#bnk…rt	3240
22	#cherprangbnk48	3240
23	#musicbnk48	3240
24	#bnk48	3240
0	#akb48	3250
1	#オールナイトニッポン	3250
2	#ann	3250
3	#髙橋彩音	3250
4	#山田菜々美	3250
5	#吉川七瀬	3250
6	#小田えりな	3250
7	#太田奈緒	3250
8	#チーム8	3250
9	#team8	3250
10	#jkt48…	3250
11	#bnk48	3250
12	#cherprangbnk48	3250
13	#bnk48	3250
14	#valentinemyoshi	3250
15	#bnk48	3250
16	#musicbnk48	3250
17	#mobilebnk48	3250
18	#pupebnk48	3250
19	#kaimookbnk48	3250
20	#jennisbn…rt	3250
21	#ปล่อย	3250
22	#bnk48	3250
23	#valentinemyoshi	3250
24	#musicbnk48	3250
25	#bnk48	3250
26	#watercolor	3250
27	#bnk	3250
28	#bnk48	3250
29	#cherprang	3250
30	#cherprangbnk48	3250
31	#เฌอปราง	3250
32	#เฌอปรางbnk48	3250
33	#portrait	3250
34	#illustration	3250
35	#fanart	3250
36	#สี…	3250
0	#bnk48	3260
1	#tarwaanbnk48	3260
2	#bnk48	3260
3	#วาเลนไทน์	3260
4	#แคปเฌอ	3260
5	#cherprangbnk48	3260
6	#bnk48	3260
7	#เฌอปราง	3260
8	#myvalentine	3260
9	#ปัญเจนนิษฐ์	3260
10	#bnk48	3260
11	#punbnk48	3260
12	#jennisbnk48	3260
13	#myvatentine…rt	3260
14	#bnk48	3260
0	#punbnk48	3270
1	#jennisbnk48	3270
2	#bnk48	3270
3	#bnk48	3270
4	#punbnk48	3270
5	#สามแยกปากหวาน	3270
6	#bnk48	3270
7	#mobilebnk48	3270
8	#kaimookbnk48	3270
9	#musicbnk48	3270
10	#musicbnk48	3270
11	#bnk48	3270
12	#musicbnk48	3270
13	#bnk48	3270
14	#cherprangbnk48	3270
15	#ornbnk48	3270
16	#jennisbnk48	3270
17	#bnk48	3270
18	#cherprangbnk48	3270
19	#bnk48	3270
20	#สามแยกปากหวาน	3270
21	#bnk48	3270
22	#musicbnk48	3270
0	#punbnk48	3280
1	#bnk48	3280
2	#mobilebnk48	3280
3	#bnk48	3280
4	#ปัญไข่	3280
5	#punbnk48	3280
6	#kaimookbnk48	3280
7	#bnk48	3280
8	#bnk48	3280
9	#เดลินิวส์	3280
10	#bnk48	3280
0	#bnk48	3291
1	#truepoint	3291
2	#bnk48xtrue	3291
3	#trueyou	3291
4	#tru…rt	3291
5	#ผิด	3291
6	#bnk48	3291
7	#cherprangbnk48	3291
8	#musicbnk48	3291
9	#bnk48	3291
10	#bnk48	3291
0	#janbnk48	3301
1	#bnk48	3301
2	#bnk48	3301
3	#canbnk48	3301
4	#bnk48	3301
5	#punbnk48	3301
6	#bnk48	3301
7	#bnk48	3301
8	#punbnk48	3301
9	#musicbnk48	3301
10	#bnk48	3301
11	#valentinemyoshi	3301
0	#bnk48	3311
1	#punbnk48	3311
2	#jennisbnk48	3311
3	#bnk48	3311
4	#jennisbnk48	3311
5	#bnk48	3311
6	#bnk48	3311
7	#bnk48	3311
8	#izutarinabnk48	3311
9	#izurin…rt	3311
10	#bnk48	3311
11	#เดลินิวส์	3311
12	#piambnk48	3311
13	#bnk48	3311
14	#canubemyvalentine	3311
15	#canbnk48	3311
16	#bnk48	3311
17	#bnk48	3311
18	#cherprangbnk48	3311
19	#เฌอสิค	3311
20	#bnk48	3311
21	#cherprangbnk48	3311
22	#musicbnk48	3311
23	#punbnk48	3311
0	#punbnk48	3321
1	#bnk48	3321
2	#bnk48	3321
3	#bnk48	3321
4	#musicbnk48	3321
5	#bnk48	3321
6	#พี่เฌอกับน้องสิค	3321
7	#bnk48	3321
8	#punbnk48	3321
9	#jennisbnk48	3321
10	#mobilebnk48	3321
11	#musicbnk48	3321
12	#cherprangbnk48	3321
13	#ornbnk48	3321
14	#cherprangbnk48	3321
15	#urmyornlyvalentine	3321
16	#ornbnk48	3321
17	#b…rt	3321
18	#bnk48	3321
19	#ปล่อย	3321
20	#tusexyboy	3321
0	#kornbnk48	3331
1	#tarwaanbnk48	3331
2	#pupebnk48	3331
3	#musicbnk48	3331
4	#jibbnk48	3331
5	#ninkb…rt	3331
6	#bnk48	3331
7	#canbnk48rt	3331
8	#canbnk48	3331
9	#bnk48	3331
10	#bnk48rt	3331
11	#musicbnk48	3331
12	#bnk48	3331
13	#canbnk48	3331
14	#ornbnk48	3331
15	#punbnk48	3331
16	#bnk48	3331
17	#namnuengbnk48	3331
18	#noeybnk48	3331
19	#kaewbnk48	3331
20	#canbnk48	3331
21	#bnk48	3331
22	#bnk48	3331
23	#cherprangbnk48	3331
0	#bnk48rt	3342
1	#ornbnk48	3342
2	#bnk48	3342
3	#musicbnk48	3342
4	#bnk48	3342
5	#katebnk48	3342
6	#musicbnk48	3342
7	#bnk…rt	3342
8	#bnk48	3342
9	#truepointxbnk48	3342
10	#trueyou	3342
11	#truemoveh	3342
12	#punbnk48	3342
13	#jennisbnk48	3342
14	#mobilebnk48	3342
15	#musicbnk48	3342
16	#cherprangbnk4…rt	3342
17	#jennisbnk48	3342
18	#bnk48	3342
19	#วาเลนไทน์	3342
20	#แคปเฌอ	3342
21	#cherprangbnk48	3342
22	#bnk48	3342
23	#เฌอปราง	3342
24	#myvalentine	3342
0	#punbnk48	3352
1	#bnk48	3352
2	#pockythailand	3352
3	#punbnk48	3352
4	#bnk48	3352
5	#cherprangbnk48	3352
6	#bnk48	3352
7	#canubemyvalentine	3352
8	#canbnk48	3352
9	#bn…rt	3352
10	#jennisbnk48	3352
11	#bnk48	3352
12	#bnk48	3352
13	#truepointxbnk48	3352
14	#trueyou	3352
15	#truemoveh	3352
16	#punbnk48	3352
17	#jennisbnk48	3352
18	#mobilebnk48	3352
19	#musicbnk48	3352
20	#cherprangbnk4…rt	3352
21	#bnk48	3352
22	#ปล่อย	3352
23	#bnk48	3352
24	#punbnk48	3352
25	#canubemyvalentine	3352
26	#canbnk48	3352
27	#bnk48	3352
28	#ornbnk48	3352
29	#cherprangbnk48	3352
30	#bnk48	3352
0	#canbnk48	3362
1	#bnk48	3362
2	#cherprangbnk48	3362
3	#bnk48	3362
4	#canubemyvalentine	3362
5	#canbnk48	3362
6	#bnk48	3362
7	#น้ำหนึ่งเนย	3362
8	#bnk48	3362
9	#namneungbnk48	3362
10	#noeybnk48	3362
11	#bnk4…rt	3362
12	#canubemyvalentine	3362
13	#canbnk48	3362
14	#bnk48	3362
15	#bnk48	3362
16	#punbnk48	3362
17	#jennisbnk48	3362
18	#cherprangbnk48	3362
19	#mobilebnk48	3362
20	#musicbnk48	3362
21	#ornbnk48	3362
22	#true	3362
23	#bnk48	3362
24	#punbnk48	3362
25	#mobilebnk48	3362
26	#kaewbnk48	3362
27	#bnk48…rt	3362
28	#canubemyvalentine	3362
